molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL198160,CN1C(=O)CC(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)N(C)C1=O,active,35.0
CHEMBL198160,CN1C(=O)CC(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)N(C)C1=O,active,27.5
CHEMBL197251,O=c1oc2cc(O)c(O)cc2cc1O,intermediate,2000.0
CHEMBL197036,O=C(O)/C=C/c1ccc(Oc2cc3cc(O)c(O)cc3oc2=O)c(O)c1,intermediate,2000.0
CHEMBL196272,O=C(O)/C=C/c1ccc(O)c(Oc2cc3cc(O)c(O)cc3oc2=O)c1,active,1000.0
CHEMBL264263,O=C(Nc1ccc(O)c(-c2nc3ccccc3o2)c1)c1cccc2ccccc12,inactive,14000.0
CHEMBL264263,O=C(Nc1ccc(O)c(-c2nc3ccccc3o2)c1)c1cccc2ccccc12,intermediate,6000.0
CHEMBL381234,COc1ccc(C(=O)Nc2ccc(O)c(-c3nc4ccccc4o3)c2)cc1[N+](=O)[O-],intermediate,6000.0
CHEMBL381234,COc1ccc(C(=O)Nc2ccc(O)c(-c3nc4ccccc4o3)c2)cc1[N+](=O)[O-],intermediate,7000.0
CHEMBL198572,O=C(/C=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)Nc1ccc(O)c(-c2nc3ccccc3o2)c1,inactive,23000.0
CHEMBL198572,O=C(/C=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)Nc1ccc(O)c(-c2nc3ccccc3o2)c1,inactive,63000.0
CHEMBL425205,O=C(Nc1ccc(O)c(-c2nc3cc(Cl)ccc3o2)c1)c1cccnc1,inactive,61000.0
CHEMBL425205,O=C(Nc1ccc(O)c(-c2nc3cc(Cl)ccc3o2)c1)c1cccnc1,inactive,10000.0
CHEMBL198591,COc1ccc2oc(=O)c(-c3csc(N/N=C/c4ccccc4O)n3)cc2c1,inactive,30000.0
CHEMBL198591,COc1ccc2oc(=O)c(-c3csc(N/N=C/c4ccccc4O)n3)cc2c1,inactive,10000.0
CHEMBL197014,CC(C)Cn1c(=O)c(C(=O)Nc2ccccc2S(N)(=O)=O)c(O)c2ccccc21,inactive,40000.0
CHEMBL197014,CC(C)Cn1c(=O)c(C(=O)Nc2ccccc2S(N)(=O)=O)c(O)c2ccccc21,inactive,16000.0
CHEMBL198442,O=C(Cc1ccccc1)Nc1cc(C(=O)O)c(NC(=O)Cc2ccccc2)cc1C(=O)O,intermediate,9000.0
CHEMBL198442,O=C(Cc1ccccc1)Nc1cc(C(=O)O)c(NC(=O)Cc2ccccc2)cc1C(=O)O,intermediate,7000.0
CHEMBL373035,O=C(O)c1cc(NC(=O)c2cccc3ccccc23)c(C(=O)O)cc1NC(=O)c1cccc2ccccc12,inactive,28000.0
CHEMBL373035,O=C(O)c1cc(NC(=O)c2cccc3ccccc23)c(C(=O)O)cc1NC(=O)c1cccc2ccccc12,inactive,21000.0
CHEMBL382489,O=C(c1ccccc1)c1cc(Br)ccc1NC(=O)c1nc[nH]c1C(=O)O,inactive,16000.0
CHEMBL382489,O=C(c1ccccc1)c1cc(Br)ccc1NC(=O)c1nc[nH]c1C(=O)O,inactive,17000.0
CHEMBL200669,O=C(O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccccc1[N+](=O)[O-],inactive,88000.0
CHEMBL200669,O=C(O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccccc1[N+](=O)[O-],inactive,56000.0
CHEMBL373258,O=C(N/N=C/c1cc(Br)ccc1O)/C(=C/C=C/c1ccccc1)NC(=O)c1ccccc1,inactive,90000.0
CHEMBL373258,O=C(N/N=C/c1cc(Br)ccc1O)/C(=C/C=C/c1ccccc1)NC(=O)c1ccccc1,inactive,23000.0
CHEMBL427015,O=C(/N=N/c1c(O)[nH]c2ccc(F)cc12)/C(=C/C=C/c1ccccc1)NC(=O)c1ccccc1,inactive,60000.0
CHEMBL427015,O=C(/N=N/c1c(O)[nH]c2ccc(F)cc12)/C(=C/C=C/c1ccccc1)NC(=O)c1ccccc1,inactive,38000.0
CHEMBL198894,O=C(CSc1nc(O)cc(CSc2ccc(Cl)cc2)n1)Nc1ccc(Cl)cc1Cl,inactive,34000.0
CHEMBL198894,O=C(CSc1nc(O)cc(CSc2ccc(Cl)cc2)n1)Nc1ccc(Cl)cc1Cl,inactive,24000.0
CHEMBL371492,O=C(/C=C(\O)c1ccc(Cl)cc1)C(=O)/N=N/c1c(O)[nH]c2ccc(Br)cc12,inactive,42000.0
CHEMBL371492,O=C(/C=C(\O)c1ccc(Cl)cc1)C(=O)/N=N/c1c(O)[nH]c2ccc(Br)cc12,inactive,28000.0
CHEMBL426104,COc1ccc(CCNC(=O)CC(=O)N/N=C/c2ccco2)cc1OC,inactive,100000.0
CHEMBL426104,COc1ccc(CCNC(=O)CC(=O)N/N=C/c2ccco2)cc1OC,inactive,90000.0
CHEMBL198594,O=C(/C=C/c1ccco1)NC(=S)Nc1ccccc1O,inactive,57000.0
CHEMBL198594,O=C(/C=C/c1ccco1)NC(=S)Nc1ccccc1O,inactive,28000.0
CHEMBL3144704,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc(O)c(O)c1)c1c(C)n(C)n(-c2ccccc2)c1=O,inactive,89000.0
CHEMBL3144704,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc(O)c(O)c1)c1c(C)n(C)n(-c2ccccc2)c1=O,inactive,31000.0
CHEMBL275657,COc1cc(/C=N/NC2=NC(=O)C(CC(=O)Nc3ccc(Cl)c(Cl)c3)S2)ccc1O,inactive,89000.0
CHEMBL275657,COc1cc(/C=N/NC2=NC(=O)C(CC(=O)Nc3ccc(Cl)c(Cl)c3)S2)ccc1O,inactive,38000.0
CHEMBL196822,O=C(CSc1nc2ccccc2n1Cc1ccccc1)N/N=C/c1cc(Br)ccc1O,inactive,60000.0
CHEMBL196822,O=C(CSc1nc2ccccc2n1Cc1ccccc1)N/N=C/c1cc(Br)ccc1O,inactive,51000.0
CHEMBL198855,COc1ccc(N(CC(=O)N/N=C/c2c(O)ccc3ccccc23)S(C)(=O)=O)cc1Cl,inactive,95000.0
CHEMBL198855,COc1ccc(N(CC(=O)N/N=C/c2c(O)ccc3ccccc23)S(C)(=O)=O)cc1Cl,inactive,59000.0
CHEMBL198840,O=C(N/N=C/c1ccc(/C=N/NC(=O)c2cc(O)cc(O)c2)cc1)c1cc(O)cc(O)c1,inactive,76000.0
CHEMBL198840,O=C(N/N=C/c1ccc(/C=N/NC(=O)c2cc(O)cc(O)c2)cc1)c1cc(O)cc(O)c1,inactive,56000.0
CHEMBL196968,Oc1ccccc1/C=N/CC(O)C/N=C/c1ccccc1O,inactive,97000.0
CHEMBL196968,Oc1ccccc1/C=N/CC(O)C/N=C/c1ccccc1O,inactive,61000.0
CHEMBL370855,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCc3c[nH]cn3)C2c2ccc(Cl)cc2)cc1,inactive,93000.0
CHEMBL370855,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCc3c[nH]cn3)C2c2ccc(Cl)cc2)cc1,inactive,67000.0
CHEMBL199109,Cc1ccc(S(=O)(=O)Nc2ccccc2/N=C/c2sc3ccccc3c2O)cc1,inactive,88000.0
CHEMBL199109,Cc1ccc(S(=O)(=O)Nc2ccccc2/N=C/c2sc3ccccc3c2O)cc1,inactive,68000.0
CHEMBL197167,CCOC(=O)c1c(-c2ccccc2)csc1NC(NC(=O)c1ccco1)C(=O)c1ccc(C)cc1,inactive,100000.0
CHEMBL197167,CCOC(=O)c1c(-c2ccccc2)csc1NC(NC(=O)c1ccco1)C(=O)c1ccc(C)cc1,inactive,79000.0
CHEMBL198596,O=C(/C=C/c1ccc(Cl)cc1)Nc1ccc(NC(=O)c2ccco2)cc1,inactive,90000.0
CHEMBL198596,O=C(/C=C/c1ccc(Cl)cc1)Nc1ccc(NC(=O)c2ccco2)cc1,inactive,91000.0
CHEMBL197122,Cc1ccc(C(=O)N/C(=C/c2ccc(-c3ccc(Cl)cc3Cl)o2)C(=O)NCCCO)cc1,inactive,1000000.0
CHEMBL197122,Cc1ccc(C(=O)N/C(=C/c2ccc(-c3ccc(Cl)cc3Cl)o2)C(=O)NCCCO)cc1,inactive,85000.0
CHEMBL371917,CC(=O)c1cc(C(=O)CC(=O)Nc2ccc([N+](=O)[O-])cc2)sc1Nc1ccccc1,inactive,80000.0
CHEMBL371917,CC(=O)c1cc(C(=O)CC(=O)Nc2ccc([N+](=O)[O-])cc2)sc1Nc1ccccc1,inactive,28000.0
CHEMBL199162,CC(=O)c1cc(C(=O)CC(=O)Nc2cccc([N+](=O)[O-])c2)sc1Nc1ccccc1,inactive,97000.0
CHEMBL199162,CC(=O)c1cc(C(=O)CC(=O)Nc2cccc([N+](=O)[O-])c2)sc1Nc1ccccc1,inactive,29000.0
CHEMBL198540,CC(=O)c1cc(C(=O)CC(=O)Nc2ccccc2)sc1Nc1ccccc1,inactive,100000.0
CHEMBL198540,CC(=O)c1cc(C(=O)CC(=O)Nc2ccccc2)sc1Nc1ccccc1,inactive,100000.0
CHEMBL370109,CCSc1nnc(N2C(=O)c3ccc(C(=O)c4ccc(C(=O)O)cc4)cc3C2=O)s1,inactive,98000.0
CHEMBL370109,CCSc1nnc(N2C(=O)c3ccc(C(=O)c4ccc(C(=O)O)cc4)cc3C2=O)s1,inactive,65000.0
CHEMBL199764,CCOC(=O)CCc1cc(C(=O)OCC)c(CCC(=O)OCC)cc1C(=O)OCC,inactive,100000.0
CHEMBL199764,CCOC(=O)CCc1cc(C(=O)OCC)c(CCC(=O)OCC)cc1C(=O)OCC,inactive,94000.0
CHEMBL373248,COC(=O)c1ccc(C(=O)OC)c(NC(=O)c2ccc(C)c([N+](=O)[O-])c2)c1,inactive,92000.0
CHEMBL373248,COC(=O)c1ccc(C(=O)OC)c(NC(=O)c2ccc(C)c([N+](=O)[O-])c2)c1,inactive,100000.0
CHEMBL370611,O=C(CC1Sc2ccccc2NC1=O)Nc1cccc(C(=O)O)c1,inactive,79000.0
CHEMBL370611,O=C(CC1Sc2ccccc2NC1=O)Nc1cccc(C(=O)O)c1,inactive,71000.0
CHEMBL370620,O=C(O)C(=O)/C=C(\O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccccc2)c1=O,intermediate,3700.0
CHEMBL370620,O=C(O)C(=O)/C=C(\O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccccc2)c1=O,active,200.0
CHEMBL202166,O=C(O)C(=O)/C=C(\O)c1cn(Cc2ccccc2F)c(=O)n(Cc2ccccc2F)c1=O,intermediate,4100.0
CHEMBL202166,O=C(O)C(=O)/C=C(\O)c1cn(Cc2ccccc2F)c(=O)n(Cc2ccccc2F)c1=O,active,600.0
CHEMBL199874,O=C(O)C(=O)/C=C(\O)c1cn(Cc2ccccc2)c(=O)[nH]c1=O,inactive,10000.0
CHEMBL380548,O=C(O)C(=O)/C=C(\O)c1cn(Cc2ccc(F)cc2)c(=O)n(Cc2ccc(F)cc2)c1=O,intermediate,3900.0
CHEMBL199874,O=C(O)C(=O)/C=C(\O)c1cn(Cc2ccccc2)c(=O)[nH]c1=O,active,500.0
CHEMBL380548,O=C(O)C(=O)/C=C(\O)c1cn(Cc2ccc(F)cc2)c(=O)n(Cc2ccc(F)cc2)c1=O,active,700.0
CHEMBL202291,COC(Nc1cc(Cl)c([N+](=O)[O-])cc1Cl)c1ccc2cccc(O)c2n1,inactive,230000.0
CHEMBL202312,Oc1cccc2ccc(/C=C/c3cccc(Cl)c3)nc12,inactive,230000.0
CHEMBL202369,O=C(O)c1ccc2ccc(/C=C/c3cccc(Cl)c3)nc2c1,inactive,230000.0
CHEMBL202318,Cc1ccc2c(N=O)ccc(O)c2n1,inactive,333000.0
CHEMBL383505,CCOC(=O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)OCC)c(O)c2c1,inactive,77000.0
CHEMBL383505,CCOC(=O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)OCC)c(O)c2c1,inactive,39000.0
CHEMBL383505,CCOC(=O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)OCC)c(O)c2c1,inactive,80000.0
CHEMBL383505,CCOC(=O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)OCC)c(O)c2c1,inactive,28000.0
CHEMBL383505,CCOC(=O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)OCC)c(O)c2c1,inactive,333000.0
CHEMBL377501,O=C(O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)O)cn2Cc1ccc(F)cc1,active,16.0
CHEMBL204751,CCOC(=O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)OCC)cn2Cc1ccc(F)cc1,active,380.0
CHEMBL378373,O=C(O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)O)c(O)c2c1,intermediate,9100.0
CHEMBL377501,O=C(O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)O)cn2Cc1ccc(F)cc1,active,17.0
CHEMBL204751,CCOC(=O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)OCC)cn2Cc1ccc(F)cc1,active,290.0
CHEMBL378373,O=C(O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)O)c(O)c2c1,intermediate,2900.0
CHEMBL377501,O=C(O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)O)cn2Cc1ccc(F)cc1,active,12.0
CHEMBL204751,CCOC(=O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)OCC)cn2Cc1ccc(F)cc1,active,250.0
CHEMBL378373,O=C(O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)O)c(O)c2c1,active,430.0
CHEMBL377501,O=C(O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)O)cn2Cc1ccc(F)cc1,active,440.0
CHEMBL204751,CCOC(=O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)OCC)cn2Cc1ccc(F)cc1,inactive,21000.0
CHEMBL378373,O=C(O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)O)c(O)c2c1,inactive,22000.0
CHEMBL377501,O=C(O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)O)cn2Cc1ccc(F)cc1,active,200.0
CHEMBL204751,CCOC(=O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)OCC)cn2Cc1ccc(F)cc1,inactive,40000.0
CHEMBL378373,O=C(O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)O)c(O)c2c1,intermediate,4100.0
CHEMBL382680,O=C(O)c1cnc2ccc(Cc3ccccc3)cc2c1O,intermediate,1600.0
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,inactive,100000.0
CHEMBL414850,O=C(NCc1ccc(F)cc1)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,active,22.8
CHEMBL204656,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,active,7.2
CHEMBL206604,CC(C)[C@@H](CO)n1cc(C(=O)O)c(=O)c2cc(Cc3cccc(Cl)c3F)ccc21,active,8.2
CHEMBL203443,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2CCO,active,9.1
CHEMBL379664,O=C(O)c1cn(CCO)c2ccc(Cc3cccc(Cl)c3F)cc2c1=O,active,24.2
CHEMBL270717,O=C(O)c1c[nH]c2ccc(Cc3cccc(Cl)c3F)cc2c1=O,active,43.5
CHEMBL203666,NCCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,inactive,18000.0
CHEMBL203666,NCCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,intermediate,9000.0
CHEMBL203291,COc1ccc(C(=O)C2=C(O)C(=O)N(CCN3CCNCC3)C2c2ccccc2F)cc1,inactive,1000000.0
CHEMBL381077,COc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2CCN2CCOCC2)c(OC)c1,inactive,1000000.0
CHEMBL206595,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCN(C)C)C2c2ccccc2F)cc1,inactive,1000000.0
CHEMBL382162,COc1ccc(C2C(C(=O)c3ccc(F)cc3)=C(O)C(=O)N2CCN(C)C)cc1OC,inactive,1000000.0
CHEMBL203574,O=C(C1=C(O)C(=O)N(CCCN2CCOCC2)C1c1ccccc1F)c1ccc(F)cc1,inactive,1000000.0
CHEMBL205077,CN(C)CCCN1C(=O)C(O)=C(C(=O)c2cccs2)C1c1cccs1,inactive,100000.0
CHEMBL381095,CCN(CC)CCN1C(=O)C(O)=C(C(=O)c2ccccc2)C1c1ccc(OC)cc1OC,inactive,1000000.0
CHEMBL205116,NCCCCCCNC(=O)c1c(O)oc2ccccc2c1=O,inactive,100000.0
CHEMBL379037,COc1cc(C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)ccc1OCC(=O)O,inactive,100000.0
CHEMBL444623,CCOC(=O)c1c(NC(=O)c2cc3ccccc3oc2=O)sc(C(N)=O)c1C,inactive,90000.0
CHEMBL380528,Oc1ccc(C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)cc1O,inactive,53000.0
CHEMBL203749,COc1cccc2cc(-c3csc(Nc4cccc(O)c4)n3)c(=O)oc12,inactive,100000.0
CHEMBL205921,O=C(NCCCO)c1ccc(CSc2nc(O)c3c4c(sc3n2)CCC4)cc1,inactive,100000.0
CHEMBL2177576,O=c1oc2c(CN(CCO)CCO)c(O)ccc2cc1-c1nc2ccccc2s1,inactive,850000.0
CHEMBL206621,CCOC(=O)c1c(NC(=O)CC2Sc3ccc(C(F)(F)F)cc3NC2=O)sc2c1CCCC2,inactive,100000.0
CHEMBL382220,COC(=O)c1c(NC(=O)CC2Nc3ccccc3NC2=O)sc2c1CCCC2,inactive,100000.0
CHEMBL206381,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,inactive,100000.0
CHEMBL377295,CCOC(=O)C1=C(O)/C(=C\c2ccc(CNC(=O)C(=O)Nc3ccccc3)o2)N=C1C,inactive,100000.0
CHEMBL203881,O=C(O)CCC(=O)Nc1ccc(Cl)c(NC(=O)Cc2ccccc2)c1,inactive,100000.0
CHEMBL204026,COc1ccc(C2C(C(=O)c3ccccc3)=C(O)C(=O)N2CCCO)cc1OC,inactive,100000.0
CHEMBL202815,COCCCNS(=O)(=O)c1ccc(Oc2cc(O)c3c(c2O)C(=O)c2ccccc2C3=O)cc1,inactive,100000.0
CHEMBL203291,COc1ccc(C(=O)C2=C(O)C(=O)N(CCN3CCNCC3)C2c2ccccc2F)cc1,inactive,630000.0
CHEMBL381077,COc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2CCN2CCOCC2)c(OC)c1,inactive,395000.0
CHEMBL206595,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCN(C)C)C2c2ccccc2F)cc1,inactive,1000000.0
CHEMBL382162,COc1ccc(C2C(C(=O)c3ccc(F)cc3)=C(O)C(=O)N2CCN(C)C)cc1OC,inactive,1000000.0
CHEMBL203574,O=C(C1=C(O)C(=O)N(CCCN2CCOCC2)C1c1ccccc1F)c1ccc(F)cc1,inactive,1000000.0
CHEMBL205077,CN(C)CCCN1C(=O)C(O)=C(C(=O)c2cccs2)C1c1cccs1,inactive,100000.0
CHEMBL381095,CCN(CC)CCN1C(=O)C(O)=C(C(=O)c2ccccc2)C1c1ccc(OC)cc1OC,inactive,1000000.0
CHEMBL205116,NCCCCCCNC(=O)c1c(O)oc2ccccc2c1=O,inactive,100000.0
CHEMBL379037,COc1cc(C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)ccc1OCC(=O)O,inactive,100000.0
CHEMBL444623,CCOC(=O)c1c(NC(=O)c2cc3ccccc3oc2=O)sc(C(N)=O)c1C,inactive,56000.0
CHEMBL380528,Oc1ccc(C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)cc1O,inactive,10000.0
CHEMBL203749,COc1cccc2cc(-c3csc(Nc4cccc(O)c4)n3)c(=O)oc12,inactive,100000.0
CHEMBL205921,O=C(NCCCO)c1ccc(CSc2nc(O)c3c4c(sc3n2)CCC4)cc1,inactive,100000.0
CHEMBL2177576,O=c1oc2c(CN(CCO)CCO)c(O)ccc2cc1-c1nc2ccccc2s1,inactive,350000.0
CHEMBL206621,CCOC(=O)c1c(NC(=O)CC2Sc3ccc(C(F)(F)F)cc3NC2=O)sc2c1CCCC2,inactive,100000.0
CHEMBL382220,COC(=O)c1c(NC(=O)CC2Nc3ccccc3NC2=O)sc2c1CCCC2,inactive,100000.0
CHEMBL206381,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,inactive,100000.0
CHEMBL377295,CCOC(=O)C1=C(O)/C(=C\c2ccc(CNC(=O)C(=O)Nc3ccccc3)o2)N=C1C,inactive,40000.0
CHEMBL203881,O=C(O)CCC(=O)Nc1ccc(Cl)c(NC(=O)Cc2ccccc2)c1,inactive,100000.0
CHEMBL204026,COc1ccc(C2C(C(=O)c3ccccc3)=C(O)C(=O)N2CCCO)cc1OC,inactive,100000.0
CHEMBL202815,COCCCNS(=O)(=O)c1ccc(Oc2cc(O)c3c(c2O)C(=O)c2ccccc2C3=O)cc1,inactive,23000.0
CHEMBL378148,O=C(O)C(=O)/C=C(\O)c1ncnc2c1ncn2Cc1ccccc1,inactive,1000000.0
CHEMBL378148,O=C(O)C(=O)/C=C(\O)c1ncnc2c1ncn2Cc1ccccc1,inactive,790000.0
CHEMBL382139,O=C(O)C(=O)/C=C(\O)c1nc2c(ncn2Cc2ccccc2)c(=O)n1Cc1ccccc1,inactive,30000.0
CHEMBL206981,O=C(O)C(=O)/C=C(/O)c1nc2c(=O)n(Cc3ccccc3)cnc2n1Cc1ccccc1,inactive,31500.0
CHEMBL206980,O=C(O)C(=O)/C=C(/O)c1nc2cncnc2n1Cc1ccccc1,inactive,100000.0
CHEMBL382139,O=C(O)C(=O)/C=C(\O)c1nc2c(ncn2Cc2ccccc2)c(=O)n1Cc1ccccc1,intermediate,2700.0
CHEMBL206981,O=C(O)C(=O)/C=C(/O)c1nc2c(=O)n(Cc3ccccc3)cnc2n1Cc1ccccc1,intermediate,4100.0
CHEMBL206980,O=C(O)C(=O)/C=C(/O)c1nc2cncnc2n1Cc1ccccc1,inactive,10000.0
CHEMBL199145,O=C(NCc1ccc(F)cc1)c1ncc2cccnc2c1O,active,33.0
CHEMBL379658,CCN1CCN(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)C(=O)C1=O,active,10.0
CHEMBL209307,CN(C(=O)C(=O)N1CCCC1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,active,40.0
CHEMBL210234,CN(C(=O)C(=O)N1CCCCC1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,active,7.0
CHEMBL210233,CN(C(=O)C(N)=O)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,active,20.0
CHEMBL378029,CNC(=O)C(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,active,15.0
CHEMBL426686,CN(C)C(=O)C(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,active,40.0
CHEMBL377759,CC(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,active,25.0
CHEMBL208776,CN(C)C(=O)CN(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,active,58.0
CHEMBL379132,CC(=O)N(C)CCN(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,active,156.0
CHEMBL441683,CN1CCN(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)CC1,active,40.0
CHEMBL209872,CC(=O)N1CCN(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)CC1,active,25.0
CHEMBL211014,O=C(CC(=O)C(=O)O)CC(=O)c1ccccc1Cl,active,1000.0
CHEMBL50605,O=C(O)C(=O)CC(=O)c1cccn1Cc1ccc(F)cc1,active,300.0
CHEMBL210977,O=C(/C=C(\O)C(=O)O)CCc1ccccc1Br,intermediate,5000.0
CHEMBL210996,O=C(/C=C(\O)C(=O)O)CCc1ccccc1,inactive,30000.0
CHEMBL108760,O=C(O)C(=O)/C=C(\O)c1c[nH]c2ccc(Cl)cc12,active,400.0
CHEMBL210374,O=C(CC(=O)C(=O)O)CC(=O)c1ccc(-c2ccccc2)cc1,intermediate,2000.0
CHEMBL210373,O=C(CC(=O)C(=O)O)CC(=O)c1ccc2ccccc2c1,intermediate,6000.0
CHEMBL209614,O=C(CC(=O)C(=O)O)CC(=O)c1cccc2ccccc12,active,600.0
CHEMBL210863,O=C(CC(=O)C(=O)O)CC(=O)c1cccnc1,inactive,300000.0
CHEMBL210962,O=C(CC(=O)C(=O)O)CC(=O)c1ccccn1,inactive,100000.0
CHEMBL210870,O=C(CC(=O)C(=O)O)CC(=O)c1cccc(Cl)c1,intermediate,8000.0
CHEMBL377263,O=C(CC(=O)C(=O)O)CC(=O)c1ccccc1OCc1ccccc1,intermediate,7000.0
CHEMBL208806,COc1ccccc1C(=O)CC(=O)CC(=O)C(=O)O,intermediate,4000.0
CHEMBL209879,O=C(CC(=O)C(=O)O)CC(=O)c1ccccc1C(F)(F)F,intermediate,6000.0
CHEMBL209827,O=C(CC(=O)C(=O)O)CC(=O)c1ccccc1F,intermediate,3000.0
CHEMBL448424,O=C(CC(=O)C(=O)O)CC(=O)c1ccccc1,inactive,80000.0
CHEMBL209205,O=C(CCc1ccccc1Cl)CC(=O)C(=O)O,intermediate,9000.0
CHEMBL379425,O=C(CC(=O)c1nnn[nH]1)CC(=O)c1ccccc1Cl,inactive,125000.0
CHEMBL210094,O=C(CC(=O)c1cccn1Cc1ccc(F)cc1)c1nnn[nH]1,inactive,125000.0
CHEMBL211014,O=C(CC(=O)C(=O)O)CC(=O)c1ccccc1Cl,active,600.0
CHEMBL211014,O=C(CC(=O)C(=O)O)CC(=O)c1ccccc1Cl,active,200.0
CHEMBL50605,O=C(O)C(=O)CC(=O)c1cccn1Cc1ccc(F)cc1,active,20.0
CHEMBL211028,O=C(/C=C(\O)C(=O)O)CCc1ccc(Cl)c(Cl)c1,active,10.0
CHEMBL108760,O=C(O)C(=O)/C=C(\O)c1c[nH]c2ccc(Cl)cc12,active,80.0
CHEMBL209713,O=C(/C=C(\O)C(=O)O)CCc1ccccc1Cl,inactive,26000.0
CHEMBL208722,COC(=O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1,inactive,187000.0
CHEMBL208722,COC(=O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1,inactive,48000.0
CHEMBL421353,O=C(O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1,inactive,15000.0
CHEMBL16633,COC(=O)C(=O)/C=C(\O)c1ccccc1,inactive,333000.0
